time,day,month,year,temp_open,temp_top,temp_5m,temp_10m,temp_20m,humidity_open,humidity_top,humidity_5m,humidity_10m,humidity_20m
23:35:01,16,7,2016,15.648,23.617,25.133,26.084,,40.61,38.424,37.009,35.943,
00:05:01,17,7,2016,15.648,23.117,24.633,26.084,,40.61,37.773,35.712,34.615,
00:35:01,17,7,2016,15.648,23.617,25.133,26.084,,40.61,36.465,35.062,33.948,
01:05:01,17,7,2016,15.648,23.117,24.633,26.084,,40.61,37.12,34.41,34.615,
01:35:01,17,7,2016,15.648,23.617,25.133,26.084,,39.953,37.773,35.712,35.28,
02:05:01,17,7,2016,14.646,24.117,24.633,26.084,,41.266,37.773,34.41,35.28,
02:35:01,17,7,2016,14.646,24.117,24.633,26.084,,41.92,39.074,37.009,36.606,
03:05:01,17,7,2016,14.646,24.117,25.133,26.084,,41.92,38.424,37.009,35.943,
03:35:01,17,7,2016,14.145,23.617,24.633,26.084,,41.92,39.074,36.361,35.943,
04:05:01,17,7,2016,14.145,23.617,24.633,26.084,,41.266,39.074,37.009,37.266,
04:35:01,17,7,2016,15.147,23.617,24.633,25.584,,39.953,37.773,37.009,34.615,
05:05:01,17,7,2016,15.147,23.117,24.633,25.584,,39.953,36.465,35.062,33.948,
05:35:01,17,7,2016,15.648,22.616,24.133,25.584,,37.307,35.152,33.757,31.939,
06:05:01,17,7,2016,16.149,22.616,24.133,25.084,,35.305,35.152,33.102,30.592,
06:35:01,17,7,2016,15.147,23.117,24.633,25.584,,35.305,33.833,33.102,31.266,
07:05:01,17,7,2016,16.65,21.616,24.133,25.584,,31.934,34.493,31.13,31.266,
07:35:01,17,7,2016,19.153,23.617,25.133,25.584,,27.145,33.172,31.789,31.266,
08:05:01,17,7,2016,21.655,24.117,25.133,26.084,,23.674,33.833,31.789,33.28,
08:35:01,17,7,2016,23.656,24.617,25.633,26.084,,21.571,34.493,33.102,31.939,
09:05:01,17,7,2016,25.656,25.617,25.633,26.084,,18.033,26.477,29.146,31.266,
09:35:01,17,7,2016,28.156,26.617,26.133,26.584,,15.89,22.392,27.816,26.514,
10:05:01,17,7,2016,29.655,27.617,26.133,26.584,,15.172,21.706,24.466,30.592,
10:35:01,17,7,2016,30.654,28.616,26.633,26.584,,13.732,17.561,21.081,31.266,
11:05:01,17,7,2016,31.153,30.115,27.133,26.584,,13.732,16.866,22.439,31.266,
11:35:01,17,7,2016,31.653,30.614,26.633,26.584,,13.009,15.47,26.48,34.615,
12:05:01,17,7,2016,32.152,31.114,26.633,26.584,,11.559,14.769,27.148,34.615,
12:35:01,17,7,2016,32.651,31.613,26.633,26.584,,11.559,13.365,27.148,34.615,
13:05:01,17,7,2016,32.152,32.113,26.633,26.584,,12.285,14.769,27.816,35.943,
13:35:01,17,7,2016,32.152,32.612,26.633,26.584,,11.559,12.661,26.48,37.925,
14:05:01,17,7,2016,32.152,33.111,27.133,27.084,,11.559,12.661,28.481,37.266,
14:35:01,17,7,2016,32.651,32.612,26.633,26.584,,11.559,12.661,29.146,37.266,
15:05:01,17,7,2016,31.153,33.111,26.633,26.584,,12.285,14.769,30.47,38.583,
15:35:01,17,7,2016,31.153,30.115,27.133,27.084,,12.285,16.866,29.146,37.266,
16:05:01,17,7,2016,30.654,29.116,27.133,27.084,,12.285,19.64,27.816,39.239,
16:35:01,17,7,2016,30.154,28.116,26.633,27.084,,11.559,23.077,31.13,37.266,
17:05:01,17,7,2016,28.156,27.617,26.633,27.084,,12.285,20.33,33.757,38.583,
17:35:01,17,7,2016,25.656,26.117,26.633,26.584,,18.033,29.842,29.146,35.28,
18:05:01,17,7,2016,23.156,26.117,26.133,26.584,,21.571,30.511,32.446,35.28,
18:35:01,17,7,2016,22.656,26.117,26.133,26.584,,23.674,35.809,35.062,35.943,
19:05:01,17,7,2016,21.155,25.617,26.133,26.584,,25.762,38.424,36.361,37.266,
19:35:01,17,7,2016,21.155,25.617,25.633,26.584,,27.145,39.074,37.009,36.606,
20:05:01,17,7,2016,21.655,25.617,25.633,26.584,,27.145,39.723,37.655,39.239,
20:35:01,17,7,2016,20.654,25.617,25.633,26.584,,29.892,41.016,37.655,39.893,
21:05:01,17,7,2016,18.652,25.617,25.633,26.584,,31.934,41.661,38.3,39.893,
21:35:01,17,7,2016,19.153,25.117,25.633,26.584,,29.892,41.016,38.943,39.893,
22:05:01,17,7,2016,17.15,25.117,25.133,26.584,,33.961,40.37,37.655,37.266,
22:35:01,17,7,2016,16.149,24.617,25.133,26.584,,35.305,39.074,37.655,38.583,
23:05:01,17,7,2016,15.648,24.117,25.133,26.084,,36.641,37.12,37.009,35.943,
23:35:01,17,7,2016,15.648,24.117,25.633,26.084,,36.641,37.773,37.009,35.28,
00:05:01,18,7,2016,16.149,24.117,25.133,26.084,,35.305,35.152,35.712,33.948,
00:35:01,18,7,2016,16.149,23.617,25.133,25.584,,35.305,36.465,34.41,33.28,
01:05:01,18,7,2016,15.648,23.117,24.633,26.084,,35.305,35.809,33.102,32.61,
01:35:01,18,7,2016,16.149,23.117,25.133,25.584,,34.634,33.833,33.102,32.61,
02:05:01,18,7,2016,15.147,24.117,24.633,26.084,,35.974,37.773,33.102,35.28,
02:35:01,18,7,2016,15.648,24.117,24.633,26.084,,35.305,36.465,33.757,35.943,
03:05:01,18,7,2016,15.648,23.617,25.133,25.584,,34.634,34.493,35.062,33.28,
03:35:01,18,7,2016,15.648,23.617,25.133,25.584,,36.641,34.493,33.757,32.61,
04:05:01,18,7,2016,15.147,23.617,25.133,25.584,,35.974,34.493,32.446,31.939,
04:35:01,18,7,2016,15.648,23.117,24.633,25.584,,35.974,35.152,33.757,31.266,
05:05:01,18,7,2016,15.147,23.617,25.133,25.584,,37.971,33.833,32.446,31.939,
05:35:01,18,7,2016,15.147,22.616,24.133,25.584,,36.641,33.172,31.13,31.266,
06:05:01,18,7,2016,15.147,22.616,24.133,25.084,,34.634,31.844,30.47,30.592,
06:35:01,18,7,2016,15.147,22.616,24.133,25.084,,33.961,31.178,31.13,31.266,
07:05:01,18,7,2016,16.65,23.117,24.133,25.584,,30.574,31.178,30.47,29.239,
07:35:01,18,7,2016,18.652,23.117,24.133,25.584,,27.145,30.511,29.146,28.56,
08:05:01,18,7,2016,21.155,23.617,24.633,25.584,,23.674,29.172,29.146,28.56,
08:35:01,18,7,2016,24.156,24.617,25.133,26.084,,20.161,28.501,29.146,28.56,
09:05:01,18,7,2016,27.156,25.617,25.633,26.084,,16.606,25.8,27.148,27.88,
09:35:01,18,7,2016,29.655,27.117,26.133,26.584,,13.009,22.392,27.148,28.56,
10:05:01,18,7,2016,30.654,27.617,26.133,26.584,,13.009,18.949,24.466,27.198,
10:35:01,18,7,2016,31.153,28.616,26.133,26.584,,11.559,16.168,23.116,30.592,
11:05:01,18,7,2016,31.653,29.116,26.633,26.584,,11.559,16.168,23.792,31.939,
11:35:01,18,7,2016,32.152,30.614,26.633,26.584,,10.831,14.769,25.81,32.61,
12:05:01,18,7,2016,32.152,31.114,26.633,26.584,,10.831,14.068,25.139,33.948,
12:35:01,18,7,2016,32.152,31.613,27.133,26.584,,10.102,14.068,22.439,33.948,
13:05:01,18,7,2016,32.651,32.113,27.133,26.584,,10.102,14.068,27.148,35.943,
13:35:01,18,7,2016,32.152,32.612,27.632,26.584,,10.102,13.365,23.116,36.606,
14:05:01,18,7,2016,32.651,33.61,27.133,26.584,,10.102,13.365,24.466,37.266,
14:35:01,18,7,2016,31.653,33.61,27.133,26.584,,9.371,13.365,24.466,34.615,
15:05:01,18,7,2016,32.152,33.111,27.133,26.584,,10.102,11.955,25.139,35.28,
15:35:01,18,7,2016,31.153,29.615,27.133,26.584,,10.102,16.168,27.816,35.943,
16:05:01,18,7,2016,31.153,28.616,26.633,27.084,,10.831,18.949,27.148,37.266,
16:35:01,18,7,2016,29.655,27.617,27.133,27.084,,13.009,24.441,25.139,32.61,
17:05:01,18,7,2016,28.156,27.117,27.133,27.084,,15.89,27.153,25.139,32.61,
17:35:01,18,7,2016,25.656,26.617,26.633,27.084,,18.033,29.172,27.148,33.948,
18:05:01,18,7,2016,24.656,26.117,26.133,26.584,,20.161,29.172,29.809,32.61,
18:35:01,18,7,2016,23.156,26.117,26.133,26.584,,22.274,32.509,31.789,34.615,
19:05:01,18,7,2016,21.655,25.617,26.133,26.584,,24.371,34.493,34.41,34.615,
19:35:01,18,7,2016,21.155,25.617,26.133,26.584,,23.674,36.465,35.062,35.943,
20:05:01,18,7,2016,19.653,25.617,25.633,26.584,,27.145,37.12,33.757,35.28,
20:35:01,18,7,2016,19.153,25.617,25.133,26.584,,27.834,37.773,34.41,35.943,
21:05:01,18,7,2016,18.652,25.617,25.633,26.584,,27.834,39.074,36.361,37.266,
21:35:01,18,7,2016,17.15,25.617,25.133,26.584,,29.207,40.37,37.009,37.266,
22:05:01,18,7,2016,17.651,25.617,25.133,26.584,,28.522,39.723,35.712,37.925,
22:35:01,18,7,2016,16.65,25.117,25.133,26.584,,30.574,38.424,36.361,36.606,
23:05:01,18,7,2016,17.15,25.117,25.133,26.584,,30.574,38.424,35.712,37.925,
23:35:01,18,7,2016,16.65,24.617,25.133,26.584,,31.255,37.773,35.712,36.606,
00:05:01,19,7,2016,18.152,24.617,25.133,26.084,,28.522,37.12,35.062,35.943,
00:35:01,19,7,2016,15.648,25.117,25.133,26.584,,32.612,37.12,34.41,36.606,
01:05:01,19,7,2016,14.646,24.617,25.133,26.084,,33.961,37.773,35.712,35.943,
01:35:01,19,7,2016,14.145,23.617,25.133,26.084,,35.974,37.12,35.712,34.615,
02:05:01,19,7,2016,14.145,23.617,25.133,26.084,,35.974,35.809,33.757,34.615,
02:35:01,19,7,2016,14.145,23.617,25.133,25.584,,35.974,35.152,34.41,33.28,
03:05:01,19,7,2016,14.145,24.117,25.133,25.584,,36.641,35.152,33.757,33.28,
03:35:01,19,7,2016,14.646,23.617,25.133,25.584,,35.974,35.152,33.102,31.266,
04:05:01,19,7,2016,15.147,23.117,25.133,25.584,,33.287,34.493,33.102,31.939,
04:35:01,19,7,2016,14.646,24.117,24.633,25.584,,33.287,34.493,32.446,31.266,
05:05:01,19,7,2016,14.145,23.617,24.633,25.584,,35.974,32.509,32.446,30.592,
05:35:01,19,7,2016,13.644,23.117,25.133,25.584,,37.307,33.172,31.789,31.939,
06:05:01,19,7,2016,14.145,22.616,24.133,25.084,,37.307,32.509,33.102,29.916,
06:35:01,19,7,2016,14.145,22.616,24.133,25.084,,35.305,32.509,30.47,30.592,
07:05:01,19,7,2016,16.65,22.616,24.133,25.084,,29.892,32.509,31.789,29.239,
07:35:01,19,7,2016,18.652,22.616,24.133,25.584,,27.145,29.172,27.816,28.56,
08:05:01,19,7,2016,20.654,23.617,24.633,25.584,,22.975,29.172,29.146,28.56,
08:35:01,19,7,2016,23.656,24.117,25.133,26.084,,20.161,26.477,27.148,27.88,
09:05:01,19,7,2016,27.156,25.617,25.633,26.084,,15.172,23.077,27.148,27.88,
09:35:01,19,7,2016,29.655,27.117,26.133,26.584,,12.285,21.019,25.139,25.829,
10:05:01,19,7,2016,31.153,28.116,26.133,26.584,,10.831,16.168,22.439,29.916,
10:35:01,19,7,2016,32.651,29.116,26.633,26.584,,10.102,14.769,21.761,30.592,
11:05:01,19,7,2016,32.152,30.614,26.633,26.584,,9.371,14.068,25.81,33.28,
11:35:01,19,7,2016,33.151,30.614,26.633,26.584,,9.371,13.365,26.48,33.948,
12:05:01,19,7,2016,32.651,31.114,26.633,26.584,,9.371,15.47,26.48,33.28,
12:35:01,19,7,2016,32.651,31.613,27.133,26.584,,9.371,13.365,21.081,34.615,
13:05:01,19,7,2016,32.651,32.612,27.133,26.584,,9.371,13.365,27.148,35.28,
13:35:01,19,7,2016,32.651,32.612,27.133,26.584,,9.371,14.769,27.148,35.943,
14:05:01,19,7,2016,33.151,33.111,27.632,26.584,,9.371,11.955,21.081,36.606,
14:35:01,19,7,2016,33.151,33.111,27.632,26.584,,8.638,12.661,21.761,36.606,
15:05:01,19,7,2016,31.653,33.111,27.632,27.084,,8.638,11.955,21.761,34.615,
15:35:01,19,7,2016,31.153,30.115,27.133,27.084,,10.102,15.47,23.792,35.28,
16:05:01,19,7,2016,30.154,28.616,27.632,27.084,,11.559,18.949,20.4,35.28,
16:35:01,19,7,2016,29.155,27.117,27.632,27.084,,13.009,22.392,22.439,28.56,
17:05:01,19,7,2016,27.156,26.617,27.133,27.084,,15.172,24.441,24.466,31.266,
17:35:01,19,7,2016,25.656,26.117,26.633,26.584,,18.033,25.8,25.81,30.592,
18:05:01,19,7,2016,24.156,26.117,26.133,26.584,,19.453,26.477,28.481,31.266,
18:35:01,19,7,2016,22.656,25.617,26.133,26.584,,20.867,29.842,29.146,33.28,
19:05:01,19,7,2016,22.155,25.617,26.133,26.584,,20.867,31.844,31.13,33.948,
19:35:01,19,7,2016,22.155,25.617,26.133,26.584,,20.161,35.152,32.446,34.615,
20:05:01,19,7,2016,21.655,25.617,26.133,26.584,,22.274,36.465,32.446,35.28,
20:35:01,19,7,2016,19.153,25.617,25.633,26.584,,24.371,37.12,35.062,35.28,
21:05:01,19,7,2016,18.652,25.617,25.633,26.584,,25.762,37.773,34.41,35.28,
21:35:01,19,7,2016,17.651,25.117,25.633,26.584,,27.834,34.493,33.757,34.615,
22:05:01,19,7,2016,17.15,24.617,25.633,26.084,,29.207,35.152,32.446,34.615,
22:35:01,19,7,2016,16.149,24.617,25.633,26.084,,29.892,33.833,33.102,33.948,
23:05:01,19,7,2016,16.149,24.117,25.633,26.084,,30.574,33.833,33.102,32.61,
23:35:01,19,7,2016,15.648,23.617,25.133,26.084,,31.255,33.172,33.102,31.266,
00:05:01,20,7,2016,15.648,23.617,25.133,26.084,,31.255,32.509,32.446,31.266,
00:35:01,20,7,2016,15.648,24.117,25.633,26.084,,31.255,33.833,33.102,31.266,
01:05:01,20,7,2016,15.648,24.117,25.133,26.084,,31.255,33.833,31.13,31.266,
01:35:01,20,7,2016,15.147,24.117,24.633,26.084,,32.612,32.509,31.13,31.266,
02:05:01,20,7,2016,14.145,24.117,25.133,26.084,,33.961,33.833,31.789,33.28,
02:35:01,20,7,2016,14.145,24.117,24.633,26.084,,33.287,33.833,31.13,33.28,
03:05:01,20,7,2016,14.145,24.117,24.633,26.084,,33.287,34.493,31.13,32.61,
03:35:01,20,7,2016,14.646,23.117,25.133,25.584,,33.961,32.509,32.446,30.592,
04:05:01,20,7,2016,14.145,22.616,24.633,25.584,,34.634,31.178,29.809,30.592,
04:35:01,20,7,2016,14.145,23.117,25.133,25.584,,35.305,32.509,30.47,29.916,
05:05:01,20,7,2016,13.143,23.117,25.133,25.584,,37.307,33.172,31.13,29.239,
05:35:01,20,7,2016,14.145,23.117,24.633,25.584,,36.641,33.172,29.809,29.916,
06:05:01,20,7,2016,13.644,23.117,24.633,25.084,,37.971,33.172,30.47,29.916,
06:35:01,20,7,2016,14.145,22.616,24.133,25.084,,35.974,31.178,29.146,29.239,
07:05:01,20,7,2016,15.648,22.616,24.133,25.084,,31.934,30.511,29.809,29.239,
07:35:01,20,7,2016,17.651,22.616,24.133,25.084,,29.207,30.511,29.809,28.56,
08:05:01,20,7,2016,20.654,23.617,24.633,25.584,,24.371,28.501,27.816,27.198,
08:35:01,20,7,2016,24.156,24.617,25.133,26.084,,19.453,29.172,27.816,27.88,
09:05:01,20,7,2016,27.656,25.617,25.633,26.084,,14.453,24.441,27.148,27.88,
09:35:01,20,7,2016,29.155,26.617,26.133,26.584,,13.009,22.392,26.48,26.514,
10:05:01,20,7,2016,31.653,27.617,26.133,26.584,,10.102,18.256,22.439,26.514,
10:35:01,20,7,2016,32.651,29.116,26.133,26.584,,9.371,15.47,27.148,29.916,
11:05:01,20,7,2016,35.647,29.615,26.133,26.584,,7.167,16.168,26.48,31.939,
11:35:01,20,7,2016,36.146,30.115,26.133,26.584,,7.167,16.168,31.13,33.28,
12:05:01,20,7,2016,33.65,31.114,26.133,26.584,,8.638,15.47,30.47,34.615,
12:35:01,20,7,2016,34.149,31.114,26.133,26.584,,8.638,14.769,29.809,34.615,
13:05:01,20,7,2016,33.65,31.613,26.133,26.584,,8.638,16.168,31.13,36.606,
13:35:01,20,7,2016,35.148,32.612,26.633,26.584,,7.903,14.068,30.47,36.606,
14:05:01,20,7,2016,34.649,33.61,26.133,26.584,,7.167,14.068,32.446,37.266,
14:35:01,20,7,2016,32.651,33.111,26.633,26.584,,8.638,14.769,31.13,37.266,
15:05:01,20,7,2016,32.152,33.111,26.633,26.584,,9.371,14.068,29.809,38.583,
15:35:01,20,7,2016,32.152,29.615,26.633,26.584,,9.371,18.256,32.446,39.239,
16:05:01,20,7,2016,31.653,28.616,26.633,26.584,,9.371,21.706,28.481,36.606,
16:35:01,20,7,2016,28.156,27.117,27.133,27.084,,15.89,25.121,25.81,33.28,
17:05:01,20,7,2016,26.656,26.617,26.633,27.084,,18.033,27.153,27.148,35.28,
17:35:01,20,7,2016,24.656,26.117,26.133,26.584,,20.161,30.511,29.146,33.948,
18:05:01,20,7,2016,23.656,26.117,26.133,26.584,,18.744,30.511,31.789,34.615,
18:35:01,20,7,2016,22.656,25.617,26.133,26.584,,18.744,34.493,33.757,35.28,
19:05:01,20,7,2016,21.655,25.617,26.133,26.584,,20.161,36.465,34.41,36.606,
19:35:01,20,7,2016,21.655,25.617,26.133,26.584,,20.161,37.12,35.712,37.266,
20:05:01,20,7,2016,21.155,25.617,26.133,26.584,,20.161,38.424,35.712,38.583,
20:35:01,20,7,2016,19.153,25.617,25.633,26.584,,22.975,38.424,36.361,37.925,
21:05:01,20,7,2016,17.15,25.117,25.133,26.584,,24.371,37.773,35.712,36.606,
21:35:01,20,7,2016,17.651,25.117,25.133,26.584,,25.067,37.12,35.712,35.28,
22:05:01,20,7,2016,16.65,24.617,25.633,26.084,,25.762,35.809,35.712,35.943,
22:35:01,20,7,2016,16.149,24.117,25.133,26.084,,27.145,35.152,33.757,34.615,
23:05:01,20,7,2016,15.648,24.617,25.133,26.084,,28.522,35.152,33.757,33.948,
23:35:01,20,7,2016,15.147,24.117,25.633,26.084,,29.892,33.833,32.446,33.28,
00:05:01,21,7,2016,15.147,24.117,25.133,26.084,,29.892,33.172,31.13,33.28,
00:35:01,21,7,2016,14.646,24.117,25.133,26.084,,30.574,33.833,31.13,30.592,
01:05:01,21,7,2016,14.646,24.117,25.133,26.084,,31.255,32.509,31.789,31.266,
01:35:01,21,7,2016,14.646,23.617,25.133,26.084,,31.255,30.511,31.789,31.939,
02:05:01,21,7,2016,14.646,23.617,25.133,25.584,,30.574,32.509,31.13,31.939,
02:35:01,21,7,2016,14.145,23.117,25.133,25.584,,31.934,31.844,31.789,30.592,
03:05:01,21,7,2016,14.646,23.117,25.133,25.584,,31.934,31.178,31.789,30.592,
03:35:01,21,7,2016,13.644,23.617,25.133,25.584,,33.961,31.178,30.47,31.266,
04:05:01,21,7,2016,14.145,22.616,24.633,25.584,,32.612,31.178,31.13,29.916,
04:35:01,21,7,2016,14.145,22.616,24.633,25.084,,33.961,31.178,30.47,29.239,
05:05:01,21,7,2016,14.145,22.616,24.633,25.584,,35.305,31.178,29.146,29.239,
05:35:01,21,7,2016,13.644,23.617,24.633,25.584,,35.974,32.509,31.13,29.239,
06:05:01,21,7,2016,13.143,23.117,24.633,25.584,,37.307,32.509,31.13,30.592,
06:35:01,21,7,2016,14.145,22.116,24.133,25.084,,35.974,31.178,29.809,28.56,
07:05:01,21,7,2016,15.147,22.616,24.133,25.084,,33.961,30.511,30.47,29.239,
07:35:01,21,7,2016,17.651,23.117,24.633,25.584,,27.834,31.178,29.809,28.56,
08:05:01,21,7,2016,20.154,23.117,24.633,25.584,,23.674,27.153,27.816,26.514,
08:35:01,21,7,2016,22.656,24.117,24.633,26.084,,20.161,25.8,25.81,28.56,
09:05:01,21,7,2016,25.656,25.117,25.633,26.084,,16.606,25.121,25.81,25.829,
09:35:01,21,7,2016,28.156,26.617,25.633,26.584,,13.732,21.706,26.48,27.198,
10:05:01,21,7,2016,29.655,27.117,26.133,26.584,,12.285,18.256,23.792,25.143,
10:35:01,21,7,2016,32.152,28.616,26.133,26.584,,10.102,16.866,23.792,29.916,
11:05:01,21,7,2016,33.151,29.615,26.133,26.584,,8.638,16.168,27.148,30.592,
11:35:01,21,7,2016,34.649,30.614,26.133,26.584,,7.903,15.47,28.481,31.939,
12:05:01,21,7,2016,34.149,30.115,26.133,26.584,,7.903,17.561,29.146,33.28,
12:35:01,21,7,2016,34.649,31.613,26.133,26.584,,7.903,16.168,30.47,33.948,
13:05:01,21,7,2016,34.649,31.613,26.133,26.584,,7.903,14.068,30.47,35.28,
13:35:01,21,7,2016,33.151,33.111,26.633,26.584,,7.903,11.955,27.816,35.28,
14:05:01,21,7,2016,34.149,33.61,26.633,26.584,,9.371,11.247,27.816,35.943,
14:35:01,21,7,2016,32.651,33.111,26.633,26.584,,8.638,13.365,23.792,37.266,
15:05:01,21,7,2016,32.651,32.612,27.632,26.584,,9.371,13.365,21.081,35.28,
15:35:01,21,7,2016,32.152,29.615,27.133,26.584,,8.638,16.866,24.466,36.606,
16:05:01,21,7,2016,30.154,28.616,26.633,27.084,,10.831,18.949,29.146,37.925,
16:35:01,21,7,2016,28.655,27.117,27.133,27.084,,13.009,23.76,25.139,33.948,
17:05:01,21,7,2016,26.656,26.617,26.633,27.084,,15.172,25.8,25.81,32.61,
